Title,Rating,Votes,Duration,Genre
436. Chanchal Haseena,7.9, (76),2h 3m,romance
437. Shark Island,8.1, (16),1h 47m,romance
438. A Ghetto Love Story,8.0, (47),1h 30m,romance
439. Allahr Vres,7.4, (10),1h 49m,romance
440. The Proud Princess,6.8, (35),1h 21m,romance
441. O2,6.3, (16),1h 50m,romance
442. Gili Gili Raat,8.5, (45),1h 31m,romance
443. Dreaming of You,6.9, (16),1h 24m,romance
444. Traces of Love,7.5, (6),2h,romance
445. Elle & lui & le reste du monde,5.9, (83),1h 20m,romance
446. Der Junge dem die Welt gehört,8.4, (2.1K),2h 33m,romance
447. On the Market,5.8, (114),2h 40m,romance
448. Pantaskah Aku Berhijab,4.8, (25),1h 20m,romance
449. Kuch Sapney Apne,5.1, (109),2h 16m,romance
450. Romance with My Vampire Brother,7.7, (39),1h 26m,romance
451. Tendaberry,9.4, (327),1h 23m,romance
452. All's Fair in Love,5.1, (78),2h 3m,romance
453. My Future You,8.7, (10),1h 43m,romance
454. We Are Tourists,4.4, (629),1h 32m,romance
455. Lost & Found You,6.4, (67),1h 13m,romance
456. Advent,6.4, (9),1h 54m,romance
457. Sureshinteyum Sumalathayudeyum Hridayahariyaya Pranayakatha,9.1, (26),1h 36m,romance
458. Honeymoon Express,6.6, (66),1h 50m,romance
459. Hearts Creek,6.1, (214),1h 30m,romance
460. Gingersnap Christmas,7.3, (261),2h 37m,romance
461. My Sassy Girl,6.4, (11),2h 12m,romance
462. The Little Things,6.9, (54),1h 18m,romance
463. Aaram Aravinda Swamy,7.1, (15),1h 41m,romance
464. My Zombabe,3.3, (19),2h 4m,romance
465. ¿Quién quiere casarse con un Astronauta?,4.2, (108),1h 49m,romance
466. Amar Prem Ki Prem Kahani,7.5, (2.5K),2h,romance
467. Daghabaaz Dil,7.4, (830),1h 41m,romance
468. Heart Strings,7.1, (19),1h 35m,romance
469. Hell City,7.3, (2.4K),1h 34m,romance
470. Die Ironie des Lebens,4.0, (149),1h 31m,romance
471. Jingle Bell Love,6.2, (199),40m,romance
"472. Sampai Nanti, Hanna!",6.0, (308),2h 6m,romance
473. Raseeli Raatein,4.8, (18),2h 5m,romance
474. Le beau rôle,8.3, (83),1h 47m,romance
"475. Love, Wine & Salt: A Tuscan Romance",7.3, (245),29m,romance
476. Hong lou meng,3.8, (291),1h 30m,romance
477. Zyat,8.0, (31),1h 40m,romance
478. Roti Kapda Romance,6.9, (118),2h 24m,romance
479. Ibbani Tabbida Ileyali,5.0, (75),1h 2m,romance
480. Him,3.2, (145),1h 55m,romance
481. Murphy,3.0, (32),1h 46m,romance
482. Umjolo: Day Ones,5.7, (14),1h 23m,romance
483. Bed & Breakfast,7.3, (11),1h 42m,romance
484. Listy do M. Pozegnania i powroty,5.9, (323),1h 40m,romance
485. 40,4.6, (167),1h 27m,romance
486. Skinny Love,4.4, (282),1h 34m,romance
487. Hani,8.3, (15),2h 6m,romance
488. Love Lies,7.0, (37),2h 10m,romance
489. Happiness Is,7.5, (99),2h 33m,romance
490. Maybe Forever,4.9, (322),1h 44m,romance
491. Greice,4.5, (55),1h 26m,romance
492. A Wall Away,8.2, (13),1h 59m,romance
493. Kaaduvetty,7.4, (69),1h 18m,romance
494. Yeni Hayat,6.9, (49),1h 21m,romance
495. Seré breve al momento de morir,5.9, (17),1h 29m,romance
496. You Are Always Right Here,9.0, (2.1K),2h 33m,romance
